headline,lead_paragraph,date
North Korea’s New Nuclear Promises Fall Short of U.S. Demands,"SEOUL, South Korea — Kim Jong-un, North Korea’s leader, told South Korea’s president on Wednesday that he would commit to some concrete steps toward denuclearization — including an offer to “permanently dismantle” facilities central to fuel production for nuclear warheads. But he made no promises to relinquish his nuclear weapons or missiles.",2018-09-19 11:35:23+00:00
"Fewer Attacks, but a More Complex Terrorist Threat in 2017, U.S. Says","WASHINGTON — Foreign terrorist groups and their affiliates had a bad year in 2017 as the United States and other countries fought back against the Islamic State, but Al Qaeda and Iranian-backed militias remain deadly threats, according to an annual government terrorism report that was released on Wednesday.",2018-09-19 19:30:20+00:00
"Declare End to Korean War, South’s Leader Urges U.S.","SEOUL, South Korea — President Moon Jae-in of South Korea urged the United States on Thursday to declare an end to the Korean War as an incentive for North Korea to denuclearize, a call that could put the Trump administration in a bind as it tries to revive stalled talks with Kim Jong-un, the North’s leader.",2018-09-20 08:43:38+00:00
DealBook Briefing: Chinese Business U-Turns in America? Blame the Trade War,"Good Thursday morning. Britain’s mergers regulator outlined the rules for the auction of the broadcaster Sky, which is to begin on Friday. The winner should be announced this weekend. And check out this NYT special section on Russia’s attempts to subvert American democracy. (Was this email forwarded to you? Sign up here.)",2018-09-20 10:30:45+00:00
"China’s Sea Control Is a Done Deal, ‘Short of War With the U.S.’","NEAR MISCHIEF REEF, South China Sea — As the United States Navy reconnaissance plane banked low near Mischief Reef in the South China Sea early this month, a Chinese warning crackled on the radio.",2018-09-20 17:01:01+00:00
"Your Friday News Briefing: Russia, India, Pandas",(Want to get this briefing by email? Here’s the sign-up.),2018-09-20 20:20:48+00:00
"As U.N. Gathers, Taiwan, Frozen Out, Struggles to Get Noticed","TAIPEI, Taiwan — As the United Nations General Assembly convenes in New York, Taiwan, a democracy of 23 million people without U.N. representation, is making its case to be heard.",2018-09-21 06:33:27+00:00
Can Nafta Be Saved? These Two Negotiators Are Trying.,"WASHINGTON — One is a Rhodes scholar, a globe-trotting former journalist and, perhaps one day, a Canadian prime minister. The other is a veteran Republican lawyer who toiled as a congressional staff aide, represented the steel industry and has been cutting trade deals in Washington since the Reagan administration.",2018-09-21 09:00:11+00:00
Kim Jong-un Has a Dream. The U.S. Should Help Him Realize It.,"SEOUL, South Korea — President Moon Jae-in of South Korea returned from Pyongyang this week bearing fresh messages of good will from Kim Jong-un, North Korea’s leader: promises to permanently dismantle a test site and a missile-launch pad and to shutter a major nuclear facility. The pledges — “subject to final negotiations,” as President Trump artfully put it — have already been criticized as half-steps, if not traps. There still is no road map or timeline for the complete denuclearization of North Korea.",2018-09-21 14:47:04+00:00
Is the World Becoming a Jungle Again? Should Americans Care?,"BRUSSELS — President Trump seems determined to upend 70 years of established American foreign policy, especially toward Europe, which he regards as less ally than competitor.",2018-09-22 07:50:39+00:00
China Demands U.S. Withdraw Sanctions Imposed Over Military Purchases From Russia,"WASHINGTON — Chinese officials have summoned the United States ambassador in Beijing to denounce the United States for imposing economic sanctions this past week on a Chinese military organization for buying equipment from Russia, according to Chinese state news reports on Saturday.",2018-09-22 19:44:40+00:00
China Is Confronting New U.S. Hostility. But Is It Ready for the Fight?,"BEIJING — The Chinese leader, wearing a dark Mao suit, and the American president, in a black tuxedo, stood side by side with arms aloft at the Kennedy Center. Deng Xiaoping and Jimmy Carter smiled broadly as the orchestra played “Getting to Know You,” signaling the dawn of a new era of friendship and cooperation between their two nations.",2018-09-23 16:59:41+00:00
"Your Monday News Briefing: Brett Kavanaugh, China, Japan",(Want to get this briefing by email? Here’s the sign-up.),2018-09-23 20:55:25+00:00
"The Unlikely, Obvious Solution to the Trade War","WASHINGTON — The trade war really is on — counterproductive and unnecessary and yet likely to last. President Trump’s new tariffs on $200 billion worth of Chinese goods kick in on Monday, and he has threatened more. China had already retaliated with tariffs of its own. Now it has canceled high-level talks planned for this week.",2018-09-24 09:47:04+00:00
"The U.N., the Philippines, Vietnam: Your Wednesday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-09-25 20:19:08+00:00
Trump to China: ‘I Own You.’ Guess Again. ,"Early in the movie “Crazy Rich Asians” a Chinese-Singaporean father admonishes his young kids to finish their dinner, saying, “Think of all the starving children in America.” I’m sure that everyone of my generation in the theater laughed at that joke. After all, we’d all been raised on the line: “Finish your dinner. Think of all the starving children in China.”",2018-09-25 23:19:59+00:00
U.N. General Assembly: Trump Leads Security Council Meeting,"A day after President Trump appeared before the United Nations and made clear his disdain for a global approach to problem solving, he returned on Wednesday to wield the gavel at a meeting of the Security Council, the world organization’s most powerful body.",2018-09-26 11:05:43+00:00
"Brett Kavanaugh, China, Japan: Your Thursday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-09-26 20:14:56+00:00
China Rejects Trump’s Charges of Meddling in U.S. Elections,"BEIJING — China stoutly defended on Thursday its right to publish in an American newspaper a supplement that President Trump attacked as interfering in the United States elections, saying the publication was lawful and commonplace.",2018-09-27 15:00:08+00:00
"Blaming Iran, U.S. Evacuates Consulate in Southern Iraq","WASHINGTON — The State Department announced Friday it had ordered the evacuation of the American consulate in Basra, Iraq, because of attacks in recent weeks by militias supported by the Iranian government.",2018-09-28 23:29:14+00:00
"U.S. Weighed Penalizing El Salvador Over Support for China, Then Backed Off",WASHINGTON — The Trump administration considered severely penalizing El Salvador this month for severing diplomatic ties with Taiwan in a move that officials said was intended to signal a significant widening of the administration’s pushback against China.,2018-09-29 16:08:46+00:00
Iranian Official Says Oil Deal With Europeans Is Close Despite Threat of U.S. Sanctions,"Iran’s foreign minister, Mohammad Javad Zarif, said on Saturday that Tehran was closing in on an agreement to sell oil to European nations despite American threats of sanctions against any countries that do business with Iran.",2018-09-30 02:27:31+00:00
China Cancels High-Level Security Talks With the U.S.,"BEIJING — China canceled an important annual security meeting planned for mid-October with Defense Secretary Jim Mattis in Beijing, saying a senior Chinese military officer would not be available to meet him, an American official said on Sunday.",2018-09-30 21:44:47+00:00
"Trump Hails Revised Nafta Trade Deal, and Sets Up a Showdown With China",WASHINGTON — President Trump said Monday that the revised North American Free Trade Agreement with Mexico and Canada would pour “cash and jobs” into the United States. But the deal’s importance may have less to do with the details than the signal it sends that Mr. Trump is methodically settling his multifront trade war to fight a single enemy: China.,2018-10-01 15:48:56+00:00
"Foreigners’ Views of America Dim Under Trump, Poll Shows","WASHINGTON — The image of the United States around the world has fallen substantially since Donald J. Trump became president, according to a poll of foreigners in 25 countries that was released on Monday.",2018-10-01 22:00:04+00:00
American and Chinese Warships Narrowly Avoid High-Seas Collision,BEIJING — The United States and China traded new accusations over naval operations in the South China Sea on Tuesday after warships from each country came perilously close to colliding in the disputed waters.,2018-10-02 09:39:28+00:00
International Court Orders U.S. to Ease Some Iran Sanctions,"PARIS — In a rebuke to the Trump administration, the International Court of Justice ordered the United States on Wednesday to ease some sanctions against Iran, including those related to the supply of humanitarian goods and the safety of civil aviation.",2018-10-03 10:33:51+00:00
U.S. Withdraws From 1955 Treaty Normalizing Relations With Iran,"WASHINGTON — Secretary of State Mike Pompeo announced on Wednesday that the United States was pulling out of a six-decade-old treaty with Iran that had provided a basis for normalizing relations between the two countries, including diplomatic and economic exchanges.",2018-10-03 17:13:33+00:00
Pence Speech to String Together a Narrative of Chinese Aggression,"WASHINGTON — Vice President Mike Pence will signal a far tougher American line on China on Thursday, delivering a speech in which he is expected to accuse the Chinese of aggressive moves against American warships, of predatory behavior against their neighbors, and of a sophisticated influence campaign to tilt the midterms and 2020 elections against President Trump.",2018-10-04 03:28:53+00:00
Pence’s China Speech Seen as Portent of ‘New Cold War’,"BEIJING — Vice President Mike Pence’s accusations in a stinging speech Thursday warning of a tougher approach toward Beijing may have been familiar to China’s leaders. But until now, such remarks were delivered in private, in fairly decorous terms, and rarely threatened direct action.",2018-10-05 10:09:12+00:00
The Trump Trade Strategy Is Coming Into Focus. That Doesn’t Necessarily Mean It Will Work.,Anyone who has been closely watching the Trump administration’s strategy for remaking global trade might have reasonably believed at times that it had no strategy for remaking global trade. ,2018-10-06 09:00:01+00:00
"U.S. General Considered Nuclear Response in Vietnam War, Cables Show","WASHINGTON — In one of the darkest moments of the Vietnam War, the top American military commander in Saigon activated a plan in 1968 to move nuclear weapons to South Vietnam until he was overruled by President Lyndon B. Johnson, according to recently declassified documents cited in a new history of wartime presidential decisions.",2018-10-06 09:00:05+00:00
China to Pump $175 Billion Into Its Economy as Slowdown and Trade War Loom,HONG KONG — China is signaling that it is worried about its economy.,2018-10-07 08:59:44+00:00
Mike Pompeo and His Chinese Counterpart Trade Harsh Words,"BEIJING — In unusually blunt language to an American secretary of state, China’s foreign minister accused the United States on Monday of interfering in its internal affairs and of harming his nation’s interests on the question of Taiwan.",2018-10-08 11:08:27+00:00
"Climate Change, China, the Vietnam War: Your Tuesday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-10-08 19:21:20+00:00
The Unknowable Fallout of China’s Trade War Nuclear Option,It is often called the nuclear option. ,2018-10-09 11:24:33+00:00
Iran Widens an Already Huge Rift Between Europe and U.S.,"BRUSSELS — Of all the issues dividing Europe and the Trump administration, Iran has become the sharpest, with the Europeans actively working against United States policy, placing them in league with Russia, China and Iran.",2018-10-09 13:06:52+00:00
Donald Trump Versus the Jungle,"When Donald Trump spoke at the United Nations on Sept. 25 and provoked guffaws from the diplomats in the audience for his boasting, Trump insisted that they were not laughing at him, they were laughing with him. I wasn’t there so I can’t say what they were actually doing on the outside. But on the inside, I’m pretty sure I know: They were crying.",2018-10-09 23:00:05+00:00
"In New Slap at China, U.S. Expands Power to Block Foreign Investments","WASHINGTON — The Trump administration said on Wednesday that it would more aggressively police foreign investment in the United States, outlining a rigorous review system that is aimed primarily at preventing China from gaining access to sensitive American technology.",2018-10-10 12:00:01+00:00
Chinese Officer Is Extradited to U.S. to Face Charges of Economic Espionage,"WASHINGTON — A Chinese intelligence official was arrested in Belgium and extradited to the United States to face espionage charges, Justice Department officials said on Wednesday, a major escalation of the Trump administration’s effort to crack down on Chinese spying.",2018-10-10 19:03:18+00:00
"Khashoggi, the Philippines, Chinese Espionage: Your Thursday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-10-10 19:32:32+00:00
"Trump Calls Relations With Saudi Arabia ‘Excellent,’ While Congress Is Incensed","WASHINGTON — The suspected murder of a prominent Saudi journalist exposed a growing rift on Thursday between the White House and Congress over American policy on Saudi Arabia, as Republican lawmakers demanded an investigation of Jamal Khashoggi’s whereabouts even as President Trump declared his relations with Riyadh “excellent.”",2018-10-11 13:04:52+00:00
U.S. Warns That Iran Could Use Fraud to Duck Sanctions,"WASHINGTON — Weeks before it is to reimpose another round of punishing sanctions on Iran, the Trump administration warned the world’s banks on Thursday that Tehran might try to use duplicitous means to soften the sanctions’ bite and continue to fund terrorism.",2018-10-11 18:50:21+00:00
DealBook Briefing: Will U.S. Markets Stop Plunging?,Good Friday. Want this by email? Sign up here.,2018-10-12 10:23:02+00:00
Trump Embraces Foreign Aid to Counter China’s Global Influence,"President Trump, seeking to counter China’s growing geopolitical influence, is embracing a major expansion of foreign aid that will bankroll infrastructure projects in Africa, Asia and the Americas — throwing his support behind an initiative he once sought to scuttle.",2018-10-14 19:19:34+00:00
 Wall St. Pins Hopes on Strong Earnings After October’s Ugly Start for Stocks,"Last week was all about fear. This week, investors could turn to greed.",2018-10-14 21:31:32+00:00
Saudis Issued Dire Warnings Against U.S. Sanctions. But How Much Leverage Do They Have?,"The Saudis have warned that they could push oil prices to $100 or $200 a barrel, an act that would probably plunge the American and global economies into recession. They have suggested that United States defense companies could forfeit tens of billions of dollars in deals that could instead go to Russia or China.",2018-10-16 14:47:14+00:00
Trump Embarks on Bilateral Trade Talks to Pressure China,"WASHINGTON — Fresh off securing trade agreements with South Korea, Canada and Mexico, President Trump is embarking on a new plan: refashioning the Trans-Pacific Partnership to his liking through a flurry of bilateral trade deals.",2018-10-17 20:53:51+00:00
U.S. Bars American Aid Groups From Traveling to North Korea,"WASHINGTON — The Trump administration has barred American aid workers from going to North Korea as it pressures  Pyongyang   to dismantle the country’s nuclear weapons program, according to humanitarian groups and a former United States ambassador.",2018-10-17 22:00:40+00:00
"Jamal Khashoggi, China, Boston Red Sox: Your Thursday Briefing", (Want to get this briefing by email? Here’s the sign-up.),2018-10-18 09:41:21+00:00
"Jim Mattis, Meeting His Chinese Counterpart, Tries to Ease Tensions","SINGAPORE — Defense Secretary Jim Mattis tried to lower the temperature on the array of hostilities between Washington and Beijing on Thursday, saying it is up to the militaries of the two competing global superpowers to act as a stabilizing force amid rising political tensions.",2018-10-18 11:51:10+00:00
Uighur Americans Speak Against China’s Internment Camps. Their Relatives Disappear.,"ROSSLYN, Va. — Speaking last month at a Washington think tank, Rushan Abbas relayed tales of suffering she had heard about China’s repression of ethnic Uighur Muslims — including the detention of members of her husband’s family in a widespread system of mass internment camps.",2018-10-18 18:36:15+00:00
Mike Pompeo Warns Panama Against Doing Business With China,"PANAMA CITY, Panama — Secretary of State Mike Pompeo said Thursday that he had warned President Juan Carlos Varela of Panama about doing business with China, criticizing Chinese state-owned enterprises that engage in “predatory economic activity.”",2018-10-19 06:10:03+00:00
Japan Caved to Trump on Trade Talks. Now the Real Haggling Begins.,"TOKYO — When Shinzo Abe sat down for a three-hour dinner with President Trump at Trump Tower in New York in September, the pair celebrated the Japanese prime minister’s 64th birthday.",2018-10-19 09:19:21+00:00
Justice Dept. Accuses Russians of Interfering in Midterm Elections,"WASHINGTON — Russians working for a close ally of President Vladimir V. Putin are engaging in an elaborate campaign of “information warfare” to interfere with the American midterm elections next month, federal prosecutors said on Friday in unsealing charges against a woman whom they labeled the project’s “chief accountant.” ",2018-10-19 18:45:13+00:00
U.S. to Tell Russia It Is Leaving Landmark I.N.F. Treaty,"The Trump administration is preparing to tell Russian leaders next week that it is planning to exit the landmark Intermediate-Range Nuclear Forces Treaty, in part to enable the United States to counter a Chinese arms buildup in the Pacific, according to American officials and foreign diplomats.",2018-10-19 18:49:01+00:00
The Trump Administration’s Hard Choices on Saudi Arabia,"In formulating and implementing United States foreign policy, there is often a tension between the promotion of America’s values and the protection of our interests. Toward the end of the Cold War, our espousal of democracy and free markets converged with our efforts to work with the Soviet leadership to achieve a peaceful conclusion of that conflict. But sometimes effective foreign policy requires balancing our principles and values with our geopolitical interests. That balancing act can demand painful compromises.",2018-10-23 00:03:04+00:00
"Japan and China, Asian Rivals, Are Trying to Get Along","BEIJING — Six years ago, angry demonstrators filled the streets in dozens of Chinese cities to protest Japan’s claim to islands in the East China Sea, surrounding Tokyo’s embassy, overturning Japanese cars and in some cases even attacking sushi restaurants.",2018-10-24 07:45:31+00:00
"Saudi Arabia, China, Kit Kat: Your Thursday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-10-24 19:14:39+00:00
"If U.S. Missiles Are Deployed, Putin Says, Europe at Risk of ‘Counterstrike’","MOSCOW — President Vladimir V. Putin warned on Wednesday that if the United States deploys new intermediate-range missiles in Europe after withdrawing from a nuclear treaty prohibiting these weapons, European nations will be at risk of “a possible counterstrike.”",2018-10-24 21:43:51+00:00
Mattis Vows U.S. Will Hold Khashoggi’s Killers Accountable,"MANAMA, Bahrain — The United States is committed to “holding accountable” those responsible for killing the Saudi dissident Jamal Khashoggi, whose death “undermines regional stability,” Defense Secretary Jim Mattis said on Saturday.",2018-10-27 14:44:43+00:00
U.S. to Block Sales to Chinese Tech Company Over Security Concerns,"WASHINGTON — The United States said on Monday that it would block a Chinese state-owned technology company from buying American components because it posed a national security threat, the latest volley in an escalating dispute between the world’s two largest economies.",2018-10-29 22:15:02+00:00
"As New Sanctions Loom, U.S. Push Against Iran Faces Steep Obstacles","WASHINGTON — President Trump called on world leaders in September to slash their purchases of Iran’s oil before the imposition on Nov. 5 of major sanctions, the last major pieces of the administration’s blockade of the Iranian economy.",2018-10-31 16:01:31+00:00
"In U.S.-India Trade, Trump Sees Only Harley-Davidson","MUMBAI, India — When it comes to trade, it often seems that India and the United States are playing a perplexing game of multidimensional chess.",2018-11-01 04:01:01+00:00
Justice Department Charges Chinese Company With Espionage,"WASHINGTON — The Department of Justice charged a Chinese state-owned company, its Taiwanese partner and three individuals on Thursday with stealing trade secrets from an American technology company, the latest move by the Trump administration to crack down on China’s “economic espionage.”",2018-11-01 19:21:53+00:00
U.S. Reimposes Sanctions on Iran but Undercuts the Pain With Waivers,"WASHINGTON — The Trump administration announced on Friday that it was exempting eight countries from bruising sanctions that the United States was reimposing against Iran, undercutting its pledge to economically punish Tehran’s regional aggressions while widening a profound rift with European allies.",2018-11-02 15:32:08+00:00
"U.S. Sanctions on Iran Oil Take Effect, and the Fed Will Meet on Rates",Here’s what to expect in the week ahead:,2018-11-04 17:34:30+00:00
"Two Capitals, One Russian Oligarch: How Oleg Deripaska Is Trying to Escape U.S. Sanctions","This spring, a British lord with deep ties to the governing Conservative Party and a reputation as a do-gooder environmentalist arrived in Washington on an unlikely mission: to save the business empire of Oleg Deripaska, one of Russia’s most infamous oligarchs.",2018-11-04 19:00:07+00:00
China Seeks Allies as Trump’s Trade War Mounts. It Won’t Be Easy.,"SHANGHAI — Faced with mounting American tariffs that could slow China’s already weakened economy, President Xi Jinping is pressing the case to the rest of the world that China can be a positive force for global trade.",2018-11-05 04:49:44+00:00
"U.S. Elections, Iran, Saudi Arabia: Your Monday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-11-05 05:14:12+00:00
"As U.S. Sanctions on Iran Kick In, Europe Looks for a Workaround","As tough new American sanctions against Iran took effect on Monday, European officials remained determined to go their own way, but their progress on an issue that has sharply divided the United States and its closest allies has been halting, at best.",2018-11-05 12:12:23+00:00
"Iran Sanctions Explained: U.S. Goals, and the View From Tehran",The Trump administration called it the biggest sanctions action the United States had ever undertaken against Iran. Iran’s president called it an act of  “economic war” and said his country would win.,2018-11-06 00:34:03+00:00
U.S. and China Are Playing ‘Game of Chicken’ in South China Sea,"HONOLULU — From a distance, the Chinese warship warned the American destroyer that it was on a “dangerous course” in the South China Sea. Then it raced up alongside, getting perilously close. For a few tense minutes, a collision seemed imminent.",2018-11-08 17:20:42+00:00
Trump Trade Adviser Warns That There Will Be No Quick Deal With China,"WASHINGTON — Peter Navarro, the White House trade adviser, lashed out at Beijing just ahead of a meeting between President Trump and the Chinese president, Xi Jinping, predicting that Mr. Trump would have the “courage” to reject a bad trade deal with China.",2018-11-09 22:24:30+00:00
"In China, Desperate Patients Smuggle Drugs. Or Make Their Own.","JINZHOU, China — Zhang Zhejun used a fat plastic straw to gently tap the pale yellow pharmaceutical powder onto a piece of silver foil that lay on an electronic scale. He made sure the amount was just right before he poured it into a clear capsule.",2018-11-11 19:02:06+00:00
Could Oysters Ease Trade Tensions With U.S.? European Leaders Hope So,"BRUSSELS — The United States and Europe may one day put aside their differences on trade, eliminate tariffs on industrial goods and work together to rein in their common economic adversary, China.",2018-11-13 00:23:47+00:00
"U.S. Military’s Global Edge Has Diminished, Strategy Review Finds","WASHINGTON — The Pentagon’s new focus on threats from China and Russia after almost two decades of fighting terrorism “too often rests on questionable assumptions and weak analysis,” an independent bipartisan commission concluded in a sharply critical report issued on Wednesday that challenges President Trump’s commitment to supporting a strong military.",2018-11-14 05:01:04+00:00
"As Trump Threatens Car Tariffs, Europe Prepares to Strike Back",WASHINGTON — Europe’s top trade diplomat is bracing for a trade war with the United States and said on Wednesday that the European Union was preparing to strike back if President Trump followed through with his threat to impose tariffs on Europe’s cars.,2018-11-14 22:34:30+00:00
Military Competition in Pacific Endures as Biggest Flash Point Between U.S. and China,WASHINGTON — Trade disputes have for months been the focus of souring relations between the United States and China. But intractable problems in the South China Sea and the Taiwan Strait underscore that competition for dominance of the Pacific Ocean remains the most volatile source of conflict between the two nations — and the tensions are rising.,2018-11-14 22:57:45+00:00
Lawmakers Push Trump to Act Against China on Uighur Detention,WASHINGTON — Lawmakers in Washington are trying to compel the Trump administration to take strong measures against Chinese officials for their mass repression of ethnic Uighurs and other Muslims in China.,2018-11-15 03:17:26+00:00
"Trump to Raise North Korea Sanctions With Chinese Leader, Pence Says","President Trump is likely to bring up the enforcement of sanctions against North Korea when he meets with President Xi Jinping of China this month, Vice President Mike Pence said on Thursday.",2018-11-15 09:01:50+00:00
"Brexit, Saudi Arabia, Chinese Hospitals: Your Friday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-11-15 19:51:38+00:00
North Korea Says It Will Deport American Who Tried to Enter From China,"SEOUL, South Korea — North Korea will deport an American citizen it detained a month ago for illegally entering the isolated country, state media announced on Friday, in an apparent gesture of good will amid the stalled nuclear talks with the United States.",2018-11-16 10:18:09+00:00
Trump Calls China’s List of Trade Concessions ‘Not Acceptable’,"WASHINGTON — President Trump said on Friday that a list of trade concessions offered by Chinese officials in recent days was not sufficient to resolve concerns about Beijing’s trade practices, suggesting that a deal remains unlikely when Mr. Trump meets with President Xi Jinping of China this month.",2018-11-16 20:48:37+00:00
Xi and Pence Stake Out Trade Positions in Dueling Speeches at Pacific Rim Forum,"SYDNEY, Australia — President Xi Jinping of China and Vice President Mike Pence pushed back against criticism of each of their countries’ trade practices in speeches on Saturday at an Asia-Pacific trade summit meeting in Papua New Guinea, while seeking to assure allies of their commitment to the region.",2018-11-17 10:43:52+00:00
The Dangerous Naïveté of Trump and Xi ,"Presidents Donald Trump and Xi Jinping are a bit alike, and that presents a danger to the global order.",2018-11-17 19:26:37+00:00
How China Is Rewriting Its Own Script,When was the last time you watched a movie with a Chinese villain? Ever wonder why?,2018-11-18 11:00:01+00:00
"U.S. and China Square Off on Trade, and APEC Nations Duck for Cover","SYDNEY, Australia — The United States and China turned a Pacific Rim trade summit this weekend into a stage where the world could do little more than stand by and watch as two great powers aggravated their battle over trade.",2018-11-18 14:15:51+00:00
U.S.-China Clash at Asian Summit Was Over More Than Words,BEIJING — The tensions were already high.,2018-11-19 17:10:19+00:00
"The Chinese Dream, Nissan, Picasso: Your Tuesday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-11-19 19:13:42+00:00
"Immigration, China, Chicago Shooting: Your Tuesday Briefing", (Want to get this briefing by email? Here’s the sign-up.),2018-11-20 10:49:57+00:00
DealBook Briefing: The Stock Rout Is a Warning About the Economy,"Good Wednesday. The briefing will be taking a break on Thursday and Friday, but look out for a special China-focused edition on Sunday. (Want this by email? Sign up here.)",2018-11-21 11:31:55+00:00
"U.S. Weighs Steel Quotas, Instead of Tariffs, on Canada and Mexico",WASHINGTON — A potential deal to ease President Trump’s metal tariffs on Mexico and Canada is being complicated by the Trump administration’s push to place strict quotas on imported steel from the two trading partners.,2018-11-21 19:56:58+00:00
"In Race for Global Power, U.S. and China Push Nations to Pick a Side","WASHINGTON — The escalating brinkmanship between the United States and China as they race to quash each other’s global influence is forcing other nations to pick sides between the two superpowers, putting at risk future cooperation on geopolitical threats and a resolution to the economic standoff.",2018-11-21 23:07:54+00:00
Saudis Want a U.S. Nuclear Deal. Can They Be Trusted Not to Build a Bomb?,"WASHINGTON — Before Saudi Arabia’s crown prince, Mohammed bin Salman, was implicated by the C.I.A. in the killing of Jamal Khashoggi, American intelligence agencies were trying to solve a separate mystery: Was the prince laying the groundwork for building an atomic bomb?",2018-11-22 21:07:53+00:00
"How China Has Defied Expectations, in Canada and Around the Globe","In Saskatchewan, farming is done on a grand scale. So when I visited the Canadian Western Agribition in Regina this week for an upcoming story, I wasn’t surprised to find that the annual gathering of Western farmers is almost overwhelmingly large, luring 127,000 visitors last year to a city of 215,000.",2018-11-23 23:42:12+00:00
The Road to Confrontation,"The U.S. adopts a hard line against China, and an era of engagement recedes into the past.",2018-11-25 10:00:01+00:00
Money and Muscle Pave China’s Way to Global Power,"Beijing is leveraging its commercial and military might to redraw the terms of trade, diplomacy and security, challenging the liberal democratic order.",2018-11-25 10:00:01+00:00
China’s Tactic to Catch a Fugitive Official: Hold His Two American Children,"WASHINGTON — When Victor and Cynthia Liu landed with their mother on a tropical Chinese island in June to visit an ailing grandfather, they thought they would soon be on a plane back to their East Coast lives — he to start his sophomore year at Georgetown University, and she to work at the consulting firm McKinsey & Company in New York.",2018-11-25 18:50:45+00:00
"Trump Could Seek a China Trade Truce at G-20, Despite Tough Talk",WASHINGTON — President Trump is projecting a steely facade as he prepares for a critical meeting on trade this weekend with President Xi Jinping of China. But behind his tough talk and threats of higher tariffs is a creeping anxiety about the costs of a prolonged trade war on the financial markets and the broader economy.,2018-11-28 01:20:50+00:00
"After a Hiatus, China Accelerates Cyberspying Efforts to Obtain U.S. Technology","WASHINGTON — Three years ago, President Barack Obama struck a deal with China that few thought was possible: President Xi Jinping agreed to end his nation’s yearslong practice of breaking into the computer systems of American companies, military contractors and government agencies to obtain designs, technology and corporate secrets, usually on behalf of China’s state-owned firms.",2018-11-29 10:00:12+00:00
A Farmer’s Tough Year on the Trade War’s Kansas Front,"Justin Knopf finished harvesting soybeans as November’s first snowflakes started falling on his fields in Gypsum, Kan. Then he did what thousands of farmers throughout the grain belt are doing: He got an application for some of the $12 billion in federal emergency relief intended to blunt the economic fallout from President Trump’s trade policy brinkmanship.",2018-11-29 10:00:20+00:00
Falling Oil Prices May Make Trump Happy but They Pose Risks for U.S.,"HOUSTON — Oil prices have plunged by about 25 percent in the last month while the cost of gasoline has tumbled to as little as $2 a gallon in several states. President Trump is pushing for even lower prices, calling it “a big Tax Cut for America and the World.”",2018-11-29 13:47:51+00:00
At Stake When Xi and Trump Meet: The Possibility of a New Cold War,"BUENOS AIRES — When President Trump sits down with President Xi Jinping for dinner here on Saturday, their meeting will be about more than salvaging a cordial personal relationship or trying to contain a trade dispute between the United States and China.",2018-11-30 10:00:21+00:00
A China Hawk Gains Prominence as Trump Confronts Xi on Trade,WASHINGTON — Michael Pillsbury had just finished a rib-eye salad at the Cosmos Club on Tuesday when he received a text message from the White House: “The president is trying to reach you. Call back.”,2018-12-01 00:28:22+00:00
U.S. and China Call Truce in Trade War,BUENOS AIRES — The United States and China called a truce in their trade war on Saturday after President Trump agreed to hold off on new tariffs and President Xi Jinping pledged to increase Chinese purchases of American products. The two also set the stage for more painstaking negotiations to resolve deeply rooted differences over trade.,2018-12-01 19:00:57+00:00
U.S.-China Trade Truce Gives Both Sides Political Breathing Room,The agreement reached by President Trump and President Xi Jinping of China to effectively pause their trade war and work toward a pact appears to be aimed at giving the two leaders some political breathing room after an escalating fight has begun inflicting economic damage on both sides of the Pacific.,2018-12-02 23:51:00+00:00
"Trump’s China Truce Calms Markets, but He Chooses a Hard-Liner to Lead Talks","WASHINGTON — President Trump cast his trade accord with President Xi Jinping of China as a huge victory for American farmers, automakers and other key political constituencies — statements that helped send volatile financial markets higher on Monday and seemed intended to calm worries about the economic toll of a protracted trade war.",2018-12-03 15:26:49+00:00
Trump Says China Will Curtail Fentanyl. The U.S. Has Heard That Before.,"BEIJING — China vows to stem the supply of the powerful opioid fentanyl flowing into the United States. It pledges to target exports of fentanyl-related substances bound for the United States that are prohibited there, while sharing information with American law-enforcement authorities.",2018-12-03 18:51:01+00:00
"‘Real Agreement’ to End U.S.-China Trade War Is Possible, Mnuchin Says","Steven Mnuchin, the Treasury secretary, said he was hopeful that a truce to an expanding trade war called for by President Trump and President Xi Jinping of China will lead to a permanent fix.",2018-12-03 20:15:43+00:00
Steve Bannon and a Fugitive Billionaire Target a Common Enemy: China,"Just months after being pushed out of the White House, Stephen K. Bannon, President Trump’s former chief strategist, met with a fugitive Chinese billionaire at a suite in the luxurious Hays-Adams Hotel in Washington.",2018-12-04 17:12:18+00:00
"Trump, Self-Styled ‘Tariff Man,’ Issues China a Warning","WASHINGTON — President Trump warned China on Tuesday that if President Xi Jinping failed to make good on the trade promises reached during their weekend meeting, the United States would impose additional tariffs on Chinese imports.",2018-12-04 17:44:39+00:00
